source,target,transaction_volume_millions,dependency_strength,lead_time_days,payment_terms_days,contract_duration_months
S_000,M_005,23.24988357957382,0.437795295796912,2.1631995936414086,30,24
S_000,M_010,131.3652964819415,0.602302173199338,14.498645393215497,90,12
S_000,M_024,9.18296016008992,0.9657702093597823,16.3975461334644,45,24
S_000,M_037,133.01148286358045,0.24018317149058668,16.636158679816816,30,24
S_000,M_044,35.03104016901972,0.049975386066938125,10.638221407688127,30,12
S_000,M_046,62.822472283874276,0.5893512961941242,4.533521195464132,45,12
S_000,M_047,36.12529831672954,0.9028425848502206,2.243742486785713,45,24
S_000,M_049,16.616147601164183,0.11003284826933504,1.8883308674240635,30,12
S_000,M_054,49.56947132738773,0.6315929733329927,2.4980909318668565,45,12
S_000,M_057,11.640219509393239,0.10494189564167725,9.516492998552271,45,6
S_000,M_066,15.3702795740719,0.37234572091169116,6.553244091779104,30,12
S_000,M_071,5.485428867426463,0.8009540510877275,4.516570947003354,90,24
S_000,M_078,14.433233784069778,0.15792831228057758,14.902217146648812,60,12
S_000,R_004,104.93806515221286,0.408942011597231,11.637268370703255,45,12
S_000,R_010,20.512607970585766,0.26615532060406266,24.257041246515662,45,12
S_000,R_065,25.860857455999007,0.15900210123524605,4.70740010171846,45,6
S_001,M_010,74.42347864174428,0.6893126738400525,5.584977122852024,30,12
S_001,R_053,51.29167748322988,0.38246307388387013,5.859636487767634,60,24
S_001,R_072,94.7909569145176,0.49432731721849604,5.33636024416818,90,24
S_001,R_100,80.21268270226709,0.10261719181492512,6.239088104619618,90,36
S_001,R_116,23.512065329059787,0.07949459343602043,19.52321704047996,30,12
S_002,M_002,8.00956368147263,0.4024609667830473,10.36296764982696,45,12
S_002,M_003,42.9737224066607,0.4397293944582883,11.482270983498598,60,36
S_002,M_011,8.384651113384793,0.6820851718342618,7.419178352495422,30,12
S_002,M_015,3.5866822318554132,0.2559559835482373,7.335290992514718,30,24
S_002,M_022,16.23098662473686,0.5418517759375655,17.532926198657506,45,36
S_002,M_027,26.000975313940025,0.10626143347687234,2.9046126356446065,60,6
S_002,M_033,4.170993715904022,0.3196898522295193,9.863957811618798,30,24
S_002,M_037,5.465142739107794,0.48152129051579945,13.738177957023808,45,12
S_002,M_047,27.87389691879708,0.6933390570793598,5.031025887747225,60,6
S_002,M_054,18.281863795316927,0.1773933249139111,10.469736115829505,45,6
S_002,M_074,12.885378217191322,0.33187212997522403,15.072528428069953,30,24
S_002,R_017,7.767942166068625,0.6977434612111413,4.594709340999037,30,6
S_002,R_067,4.889180844179855,0.07737902015904785,8.267149338521245,90,6
S_002,R_100,17.662358373973117,0.35781939850974265,13.47549482051223,45,6
S_003,M_011,10.685578699599986,0.6972111887586001,13.464955758920356,45,24
S_003,M_021,7.454260178901161,0.41831306925339085,2.946921905802679,30,6
S_003,M_030,41.37251336929039,0.2494143104871544,25.705929527546996,45,12
S_003,M_046,108.42297911469419,0.18284578346404606,5.669955513331652,90,24
S_003,M_060,6.371601462198582,0.1896637974494435,0.6182480535742476,45,24
S_003,M_067,11.807225185183404,0.41759550901292886,10.058080715310558,30,6
S_003,M_070,33.286727892878694,0.2487368461764303,7.226833817634784,45,24
S_003,M_075,11.650811302092931,0.30400227930110707,35.49021478015983,45,6
S_003,R_037,120.61031741175196,0.7324501457173215,2.2800300459663343,30,12
S_003,R_086,45.61817072043312,0.3202341276566334,3.2897895932654797,30,12
S_004,M_004,44.74972212120679,0.24740327573009774,5.991305219375097,45,24
S_004,M_005,5.040521120089888,0.520367264988108,0.7725923664247053,30,6
S_004,M_008,36.6840312193029,0.5987389951027365,3.470281703260802,60,6
S_004,M_018,10.921432694805244,0.2644439477308606,3.786254566881298,30,36
S_004,M_034,10.917881512178507,0.32001656900205955,13.425021661212146,30,24
S_004,M_038,42.72705089923578,0.45405325235843863,2.340083784149563,60,12
S_004,M_042,23.525990130613806,0.279428289396017,4.448237178081912,90,6
S_004,M_044,43.664260736376214,0.4801980411763975,36.070305469473475,30,6
S_004,M_056,54.27912868861084,0.6980041426290995,16.246616982902804,45,12
S_004,M_061,22.099206479278646,0.0565030191008042,16.04582515523745,45,12
S_004,R_037,114.74811006850395,0.47691085553752427,2.4422256769342354,30,24
S_004,R_091,17.869377445747077,0.5580079121961665,2.723426852443416,30,6
S_005,M_001,24.18424100034586,0.09262239714714555,5.897367906423683,45,12
S_005,M_023,31.813613843775503,0.7783001881476903,11.547642811365948,45,24
S_005,M_025,74.57115121618232,0.2803896680190043,4.455125716118523,30,36
S_005,M_054,43.519618450219426,0.6499404493898339,6.300666977474495,45,12
S_005,M_069,25.885001249111635,0.21141741003730422,14.608926969605383,30,12
S_005,R_022,48.92750336989289,0.10079633203622439,6.490315455416569,30,12
S_006,M_004,22.2066445887382,0.6735590741494056,4.8616444414586315,60,12
S_006,M_009,5.324513172462205,0.5331240410803384,1.0858823212303657,60,12
S_006,M_013,6.736062058439185,0.1762554854648319,9.299990566134536,30,12
S_006,M_014,3.04561408520465,0.4412431580026748,24.025154420815756,90,6
S_006,M_021,3.1551540207911155,0.3727776969733941,16.21818460095987,30,6
S_006,M_028,25.394265213817736,0.5399981805334944,13.749132236854354,30,6
S_006,M_035,2.5844752317203614,0.30687770120236363,10.88155886321015,30,6
S_006,M_060,12.546037106250267,0.23263418727991025,2.3866372700969203,60,36
S_006,M_070,9.258800158285855,0.20560255676670045,7.177540045960422,60,36
S_006,M_079,10.631654840164678,0.49464462847006596,10.461215507688586,45,6
S_006,R_082,6.557227362058736,0.46719717032523034,6.628578961588721,30,12
S_006,R_099,9.97522853600926,0.24495441557966313,14.43238233535446,60,12
S_007,M_000,30.718645290027414,0.3498720934096862,10.429311908919875,30,36
S_007,M_008,17.4303508233037,0.6998874329202434,7.2560580608587975,45,12
S_007,M_015,15.481553008374101,0.10618486168699622,17.86547351117594,60,36
S_007,M_023,26.637087032685223,0.3506517739335087,5.432482005006339,60,12
S_007,M_047,21.007148731998022,0.18160977591655963,9.967203106122367,60,6
S_007,M_051,11.77931623312127,0.2291587045309067,12.928011964969263,30,6
S_007,M_052,4.143643033594972,0.2976427661897032,14.636587360017213,45,24
S_007,M_060,16.871221239486864,0.1816410123635875,30.89065112939371,30,36
S_007,M_071,12.62013994494326,0.1662834152897052,6.397846839410014,30,24
S_007,M_079,48.061171726395706,0.2895448065036086,4.5018324341706775,45,6
S_008,M_006,5.372690886033589,0.41635030206233453,15.255308433535728,45,12
S_008,M_008,7.7764449197852885,0.4500098655800218,8.556924844923936,60,6
S_008,M_029,7.574101703704288,0.13043461904563347,8.606706337178341,30,24
S_008,M_034,21.827957188134462,0.05143336667054589,2.8725242213558646,30,36
S_008,M_044,5.682577866417745,0.5075690498218973,8.811764036316696,30,24
S_008,M_049,1.9367455120328216,0.32384745939777165,11.73523627994739,90,12
S_008,M_053,4.672472658508753,0.22915856225941042,3.7370405155275837,30,36
S_008,M_054,19.255378184829485,0.3738865045503749,17.47695614932399,45,6
S_008,M_074,13.664924364367884,0.20271344015394063,4.129391163340841,60,24
S_008,M_077,16.48364725759902,0.6448989163547879,1.6321248082718964,45,12
S_008,R_023,7.339732980665839,0.33757209612914807,22.067959878884587,90,24
S_008,R_095,11.124729488978376,0.7213241069166001,16.314219511683795,30,24
S_009,M_018,19.884144331335193,0.20930718707516888,2.4527100343707953,30,6
S_009,M_032,14.313916904784382,0.8935428809107455,1.570997171969338,60,12
S_009,M_034,10.725753351042478,0.305160412182562,15.549366940713627,30,12
S_009,M_055,8.204300601264908,0.6897598029604943,1.1183277669896563,45,12
S_009,M_062,5.50962389065545,0.23134812107205677,14.15599092423305,60,6
S_009,M_067,4.810903929045652,0.2988385552243146,2.551716202909024,30,6
S_009,M_068,16.657593937441437,0.8047361899376291,0.6616377391541661,30,6
S_009,R_048,7.4141357677012,0.035970512002942635,15.933618766283125,60,24
S_009,R_050,7.412457526038196,0.29321037565800706,2.3945686546424336,30,6
S_010,M_005,5.1255590815228596,0.5036104503441388,5.069557379928703,30,12
S_010,M_007,9.065342265695113,0.5338473001348142,15.02232982842169,30,6
S_010,M_014,6.17573257796168,0.5493221687320622,6.858805506283268,60,12
S_010,M_033,5.542122473470263,0.32436279570068843,19.67412844911472,60,24
S_010,M_036,5.565141156852525,0.2809629932418109,10.104759017671558,45,24
S_010,M_074,14.17253496364869,0.5956556442597994,13.786066932657919,45,12
S_010,M_075,10.983422411752946,0.4403476841378391,3.3408134494824875,30,12
S_010,M_077,21.278661603647155,0.5404666711768594,3.8893340312995806,30,24
S_011,M_001,28.094305483771375,0.48168043285294254,7.271734468978507,45,24
S_011,M_007,30.441863048231255,0.709568571897354,10.668173382207282,90,24
S_011,M_009,8.253070870411497,0.19149394262365052,2.985554366458877,60,24
S_011,M_034,39.59957734749718,0.25668308426564895,11.387154502202232,60,12
S_011,M_036,72.07324344973783,0.19613676561160176,18.827133089512845,45,12
S_011,M_042,70.19560365705544,0.1567308416026603,8.365071058856392,30,12
S_011,M_043,13.48277430580246,0.45443753746965265,5.400783401211822,30,12
S_011,M_046,60.00195654492553,0.33729083831569556,5.475733809648674,45,24
S_011,M_048,60.41967786831954,0.480795873042862,13.23858214795277,45,6
S_011,M_053,4.922730581011833,0.6422669194116727,4.401367541280973,45,24
S_011,M_065,8.68998312091628,0.49582966111368243,15.526747147145223,30,24
S_011,M_069,20.201599168864963,0.8008551687108442,11.436589840648924,45,12
S_011,M_074,32.935498376217346,0.3095263476894885,1.6048534009639102,30,12
S_011,M_076,40.95270854698962,0.6246196908512276,6.4815177991203,45,24
S_011,R_013,24.70241785109723,0.13924461360093263,0.9405878090200771,45,24
S_012,M_004,13.839142265930674,0.48837854376313994,3.4802441554978545,60,12
S_012,M_006,5.9472096054451535,0.2946743000027413,1.344618885016671,30,12
S_012,M_012,20.44746665610141,0.5372601066497542,2.8398309638641894,30,36
S_012,M_018,46.8693618067021,0.299102226320857,15.05451922933866,30,24
S_012,M_040,86.99096526157321,0.6045765409242199,18.65651243976436,90,24
S_012,M_047,31.04005536584529,0.6578730252231381,20.79382560920609,90,12
S_012,M_055,16.55364797105181,0.7223194389799951,9.809203439797134,30,12
S_012,M_056,70.42234183122491,0.25956678069036526,12.614543776273898,60,12
